Ciphertext,Ciphertext Length,Entropy,Hex Ratio,Base64 Ratio,Repetition Rate,Alphabetic Ratio,Numeric Ratio,Algorithm
vSJNrmL+tsQHjit56WhpnZZ1iS2WLDMioSTFT1Zqd/DzPpHEajNYOGQEjwFgRzyLqrsfHzOz0RvLH96USTI6iGAv2LpynILHQHj7stVeMPEqAW3cDPQb4OJZP9+DSDNsLpRjXb5Yi2SE3c6kqRwX+juIsj+sVWHBUz+SFW5YVJzrkl1EAj8sH6B168OIKToEyTdRwwhCcqZCwO128veSRVjdGQzrKbFVx0vuDliA7IYexoylChDLlN3uO/Btx0srB2w88wwxj3dD4rijU10wH1SVemO54R/CKMaihUe0lBQOYboi3SdbtX/7EnPUcrbahjSbmJno7IogeLXti6r/lQ==,344,5.89967261636246,0.30523255813953487,1.0,0.014577259475218658,0.8284883720930233,0.13662790697674418,RSA
ronK+2XaP2ghWRblKhi8KwWbQUW08iabx0LlM7lobOEz7Ohv15sFFUWIyGuZRaTg,64,5.109069531114783,0.3125,1.0,0.015873015873015872,0.828125,0.15625,AES
nVUUZXXSFlNZaC6VITFWkdQRyMsc4JF+UegQkpy+gK6PfIZQS3caBQ==,56,4.981200234441706,0.2857142857142857,1.0,0.05454545454545454,0.8571428571428571,0.07142857142857142,Blowfish
1kx0qgRwspgbs9z7iOYGbhF1kaM87KgWTUl4b5bctN0=,44,4.942275084497218,0.38636363636363635,1.0,0.0,0.75,0.22727272727272727,ChaCha20
BO/JQLW/NQEO6FBHQXRpQac35mdryAjrHXkP6PWNwls=,44,4.82306798227366,0.2727272727272727,1.0,0.0,0.8409090909090909,0.09090909090909091,ChaCha20
k/ZsEf3vHJ8mt5BdWH2+0Voabo6Nr/gKWaFnd9atJnOdjPQSdyesgg==,56,5.17325179698034,0.35714285714285715,1.0,0.03636363636363636,0.7857142857142857,0.125,Blowfish
vMcT9dJ16koosBX2LIsIdTreC+0KUUiFZ4NTRktlsQim1pfzDek0UA==,56,5.182005814760217,0.3392857142857143,1.0,0.05454545454545454,0.8035714285714286,0.14285714285714285,Blowfish
D+VB4wC0l7s9iQBR/DcrYCGbFGqk4/KdPJhYHtDoZLsdja/38WK/r69Ubs+Y9vq1,64,5.265319531114783,0.390625,1.0,0.0,0.734375,0.171875,AES
Hi0XICp1UHMxx0ORz0dKXAENcGc6ncc4MEZutZoLw7w=,44,4.851365993588127,0.36363636363636365,1.0,0.046511627906976744,0.8181818181818182,0.1590909090909091,RC4
6Ns7S64nxNjN278u5rh3aEP6vSQrT3dIvIYw++J8nr0fVWLn+cl/jw==,56,5.0613828236501535,0.32142857142857145,1.0,0.03636363636363636,0.6607142857142857,0.23214285714285715,Blowfish
bf89t/vT9fPYGOHmzgbxnHreA8ScXYYAYjKNKNZe7ks=,44,4.868522527728206,0.3181818181818182,1.0,0.023255813953488372,0.8409090909090909,0.11363636363636363,ChaCha20
xqeCXqG7JpyMXOprwcwe2eOV1lw3pCCT0srXKeJmTH5AB5xLRqo+nw==,56,4.932005814760217,0.30357142857142855,1.0,0.03636363636363636,0.8214285714285714,0.125,3DES
8bEU9Y7L4cJ048GMs2ICLd1Q1p7+SOKSdW8754uOGjndInkONIZOUC+AGsXRpnpv,64,5.061889062229567,0.375,1.0,0.0,0.734375,0.234375,AES
1g59MITFGUXMCihYI7CPldKIdCCo/nZsONaryPQ0SIt97l/MQ4kr/A==,56,5.066108939837482,0.30357142857142855,1.0,0.03636363636363636,0.7678571428571429,0.14285714285714285,Blowfish
yT5CsJaJT009w6emXdFBZMTCHSgGsg3P85rPfF6lUYE=,44,4.942275084497217,0.4318181818181818,1.0,0.023255813953488372,0.7727272727272727,0.20454545454545456,RC4
cW+I1Om9+EN3kGUhZOo4m5vLE8fYmfnomVVaGAfRExMNu6xXx9L/BA==,56,5.0526288058702775,0.3392857142857143,1.0,0.03636363636363636,0.7678571428571429,0.14285714285714285,3DES
b1GuQVvmkT7hNAF55yxNwmIXEZ+Stg0bBJ0GymNSB2BPbhDDqsDZng==,56,5.0613828236501535,0.3392857142857143,1.0,0.05454545454545454,0.8214285714285714,0.125,3DES
PvnQbeqIFCnFrIjkfaYMR9TdAL7CgFSMZ7S0HIsxECP+z7wHLczy9Y7o210zxZa3okgtfvRxoXg9WOXsaZdFd4ERYfgjwDdGmnythSXpYDuPgaeGHiwdmFDT00qZwWwH7Zs4zXXuprq+TbnljdwGsZlh93B2eFnthG8vf9fELbG2zqcp9ESjeu1Y2BQV1AMhEp4YIoN21UoQ30rPRPQgDsfSIHADNTKbis2QAbSnZN8dLs5hn8C/To7OIsbkdTK2ccGp9vv02az64u/FPeM0+MncwyDplSH8qQh/pqucJg5JES9Wjf/6w8nyUG/gSLMipObBhgmrJdlaVrc9vEkYgw==,344,5.905367336291186,0.3546511627906977,1.0,0.014577259475218658,0.8255813953488372,0.14534883720930233,RSA
hpZ1O4KMt0S02cGYs0E6PEu4QfrdgJPQKDSos9iet84x8wQpurlPHA==,56,5.110577243331644,0.35714285714285715,1.0,0.01818181818181818,0.75,0.21428571428571427,Blowfish
9a0759d3ce69c6e3d9696f1dd54337b8ffbae795398473baea4274249186ddb1,64,3.861437164990341,1.0,1.0,0.06349206349206349,0.359375,0.640625,SHA-256
+Zi1KsnPpMWCSodnHIdeZLv8eEYO4PDZFOAKSm7+GfGyhwMSgkq8XQ==,56,5.244680368408913,0.26785714285714285,1.0,0.01818181818181818,0.8392857142857143,0.08928571428571429,DES
jobI/4byoaIKMSGF3mdZER0W5rtRgN+/aQHK+Glsgn8=,44,5.004886164091841,0.2727272727272727,1.0,0.0,0.7727272727272727,0.11363636363636363,RC4
QkTtzI37emU0byjZ9ZppChXhYClToSAVugxEZ/GLDTlAmDkyrgpevQ==,56,5.12405737729885,0.25,1.0,0.03636363636363636,0.875,0.07142857142857142,DES
8Dn8k+o3HN03Zcre/v0AIkr19XWlLKvznleMotA7DW7Vpp2fqqPbnw==,56,5.15101764523326,0.35714285714285715,1.0,0.05454545454545454,0.7321428571428571,0.19642857142857142,Blowfish
j5BecJPvGBqkOm02e/aCvl3t7sgG2qSNW7DMzMqZrWG2WNu+TJx1ww==,56,5.14629152904593,0.30357142857142855,1.0,0.03636363636363636,0.7678571428571429,0.16071428571428573,Blowfish
6hXISHnSZ0sqzrVzfv2/64IYCJIhG2sna/7P2h6vApgBd7sv7KmgxA==,56,4.962993984287173,0.32142857142857145,1.0,0.01818181818181818,0.7321428571428571,0.19642857142857142,Blowfish
IWQxiqg2JaW8j+RrJsvkAOL362f8hWwRBzAVxRKQUd4=,44,4.970573095811684,0.29545454545454547,1.0,0.0,0.7954545454545454,0.1590909090909091,RC4
PDiBSYZmqKij1TMmHXuGD4l364cSCab7g307DZhNcpV14+eZ/hF1rJgNUEtxvtrj4cYC37q2hAJy2j9S1n+YVAYc2ZM3KHzWRcWCphKHxGQfz6IwnY7Qxutsi6y5OY3WXnx61KNgQOqZZhwh16L11xE1l5JlzlxrjtfZJltPO7SXDnEB9d7LqmKncFpFeWsjRcjqX2zHx8TrICOAe8dUL0LMpnSLaAalWliLYy5Y8kj45SaZVOSz27y8K95xPLAat6Rlf01Ov/0X9WBV2vDmqidB9oEgENevUIgVdjPuzf8lKsPJjfg1ldf6GCFsYcOidfUbAlSvAvLZQHg4GSki/Q==,344,5.900555959663226,0.35755813953488375,1.0,0.008746355685131196,0.8023255813953488,0.17732558139534885,RSA
kfMwBUKd60lG5IB3cMv+kCHBgPh6ASOlSTz1601WGx4=,44,4.925118550357139,0.4090909090909091,1.0,0.0,0.7272727272727273,0.22727272727272727,RC4
ifIYm2yjQ8jYQISOfY6h6UXtW02ts+lkTsT2iOI4tYY=,44,4.5077429145253145,0.22727272727272727,1.0,0.023255813953488372,0.7727272727272727,0.18181818181818182,RC4
PMuKz3zeIJVsv2vGCF5dt/BgSlvTXF2X3FFS2Qv3S7WgeyisP2URR1XqRsMDbhPG,64,5.022979296672175,0.328125,1.0,0.031746031746031744,0.828125,0.15625,AES
cyY80CjcNNVms7tUceFXjhHYtyssXWTx5T0LybigJlY=,44,4.754441845713344,0.2727272727272727,1.0,0.046511627906976744,0.8636363636363636,0.11363636363636363,RC4
5lNnJRJoAcGV7F5eA730F8ymniPwObewfOTIYSjf5eTsAnz7QJCcBw==,56,4.998708270001458,0.42857142857142855,1.0,0.01818181818181818,0.8035714285714286,0.16071428571428573,DES
E7OzbLekHjAXhj8FsTDHK3VJA2DfjuPnO/D3ONshY2MghbkCjMNWjA==,56,4.938976520573845,0.3392857142857143,1.0,0.01818181818181818,0.8392857142857143,0.10714285714285714,3DES
BxsIbq00Eh+sSK5TzGe92dkWqy9NorveOOI6gEQQ5nM=,44,5.004886164091842,0.3409090909090909,1.0,0.06976744186046512,0.7727272727272727,0.18181818181818182,RC4
Yo3K/OeN4mivFMnsxZ/Yh1PulQaMvKL6xe+uvICw3IdJTRMQVE/frEh/qvYjJX6e,64,5.214614648336088,0.25,1.0,0.0,0.828125,0.09375,AES
wZ7SPn8ICIAGEeWyO4t4N6Z8+857jYL6liRA0rA8ezc=,44,4.896820539042671,0.45454545454545453,1.0,0.0,0.6818181818181818,0.2727272727272727,RC4
WbEHdPEjc5wqmEEvkrnXWthKzOZNLhzUfWUSpeqQvG1jIegIELugmA==,56,5.086559779618317,0.25,1.0,0.03636363636363636,0.9285714285714286,0.03571428571428571,3DES
YOAKSCEJvUBElogbfstv+WLEFycSDvY8gT2/ZX5UnoM=,44,5.016027641266229,0.3181818181818182,1.0,0.0,0.8636363636363636,0.06818181818181818,RC4
T+/eD+nV1CphizQu18JNBbSep2HSkE/wcyx/VkDEBfnIb3r2Y2wViQ==,56,5.016914520155992,0.35714285714285715,1.0,0.01818181818181818,0.75,0.125,Blowfish
1AFqUQtmROjes/3Zru8lPrGYMuKKV8Hk8voNu/VcwVgQPKV+p+Zssw==,56,5.039148671903073,0.16071428571428573,1.0,0.05454545454545454,0.8035714285714286,0.08928571428571429,DES
516159049139f488d00be56711cb57dee1851ebdd42d6e8e101564e3942cd8a0,64,3.7689973687263776,1.0,1.0,0.07936507936507936,0.3125,0.6875,SHA-256
/yqW3McqxEELW5bvAaVVWF5jhTsu1+LO7B7mtmnxfm8K19IJ8oJYzkjmdn+ISnff,64,5.245864648336088,0.34375,1.0,0.047619047619047616,0.796875,0.15625,AES
SWNzraboVrMiqD8GcvnRmj4OmVZpeE4hqUc9hZ91RIKnTiBpSj6yVA==,56,5.186731930947545,0.2857142857142857,1.0,0.01818181818181818,0.8392857142857143,0.125,3DES
m5t2LdDfeYjYxd+jI2uvymKLoTQpiLneELb//5XrwlqorLzeYDfJpQ==,56,4.965936788508255,0.26785714285714285,1.0,0.03636363636363636,0.8392857142857143,0.07142857142857142,Blowfish
fkxdkKXkK1VziNuf5ORvaVBHUxQahwhhXS4vlxbiUZW2Eem53pv+BA==,56,5.110577243331645,0.30357142857142855,1.0,0.03636363636363636,0.8392857142857143,0.10714285714285714,3DES
7ee964e1ad8580f06772801e103968dd4656087741286422f8a1de3a3d739ed4,64,3.718292485947682,1.0,1.0,0.07936507936507936,0.265625,0.734375,SHA-256
ff725eb3cfc460a6626f2f1bd0c47ee70251c423564b8cbeb39de9e9b7e1d7f3,64,3.8611869707559117,1.0,1.0,0.047619047619047616,0.4375,0.5625,SHA-256
J2JahVNtKwkJ8cq58sJw6yVQZNm8nD2LrV30D3SrlRanr4WjZHSe+w==,56,5.003434386188787,0.30357142857142855,1.0,0.01818181818181818,0.75,0.19642857142857142,Blowfish
br5Db0W0y/wt6A6htZM+JfSzE/krmfn75BbpHtoILuY=,44,4.970573095811684,0.36363636363636365,1.0,0.0,0.75,0.1590909090909091,ChaCha20
P8KJIi1i6rVxWV/36it1+/XQHh7/jByMqp4iYYVHv/hKy9MylhgPUogl+AsNt8cO,64,5.152114648336088,0.203125,1.0,0.015873015873015872,0.75,0.15625,AES
iSLIzDjB1jc+fr0rx/ddHsMr4IcY+qoMMrYoCloAHf519TLWvgvqMdwxJI+DZHVzxiVCVFb5Fjzau+3nCXjtZjiaaJSTmifMPjxap/ptRMP9GbMJtbd0a2z+qXNn3GlYcCHA7B0GZA79pJowXPwzwVgFZO14K5Er+F+PbXrEV6JBXoS6TTuhTcqCUn+k9OQiGWcM7rl4iIpho1DS2njRYi/sMzSEiWcYAMRkVmct5FQybni/42dRrfHZJT3XgSx3teoHDfYGRKVEvKjdOuCy+7kwGTLEiU9gQGCGOKjAQ49WBxBZUXMZNd0D5wWVInhGp2Pk2wQKIFvOUUq6b6xxXw==,344,5.892920628000154,0.30523255813953487,1.0,0.02040816326530612,0.8372093023255814,0.11918604651162791,RSA
S3U1mcOgauWhWftAnhak0yfzmJzkN2W97PWfSzSiSFc=,44,4.6523912776298655,0.3409090909090909,1.0,0.0,0.8409090909090909,0.13636363636363635,ChaCha20
zW8fkOPpioDVDdCUQl0erSL/HyzQvXifOf8SbW5lx9RQ0PlQdQXUyQ==,56,4.860577243331644,0.2857142857142857,1.0,0.01818181818181818,0.8392857142857143,0.10714285714285714,3DES
P/IKP+zAFtW3WIaMrgI5yDdOE1ggBQr3PK0JxB+fQfg=,44,4.697845823084411,0.3409090909090909,1.0,0.023255813953488372,0.7954545454545454,0.11363636363636363,ChaCha20
c0912c6a868295c892933de4d3c8bc8f28a3fd48ea1a160a52b6feba80579aef,64,3.871018072054204,1.0,1.0,0.015873015873015872,0.40625,0.59375,SHA-256
a405baaa4770d90f379b33729f87d0c1eb5160014caec3d46e5aed6a1f59f65f,64,3.8828131892755073,1.0,1.0,0.07936507936507936,0.40625,0.59375,SHA-256
zNIRWJNqnH3f0pyBA/6jRBvyUpqt2YJXoaGJxpB8+d4=,44,4.953416561671605,0.29545454545454547,1.0,0.0,0.7954545454545454,0.13636363636363635,RC4
H4ySPpJVsXN45au+kaK7qqz5ZxW/e6Frlvss2eWNkVWm0LkaNnTIEr06U8eiEsQu,64,5.22227441389348,0.3125,1.0,0.031746031746031744,0.796875,0.171875,AES
UTzREf84Oyyw28DMhukt9hprjHrhOQIqcaRntaZErJ3xmdxaCzEG2A==,56,5.14629152904593,0.3392857142857143,1.0,0.03636363636363636,0.8392857142857143,0.125,DES
s+VYb28HCrCvTHo2ecJl1zhnvQYGcav1A3wPfo4Ifhvbhz4lkolclQ==,56,4.874057377298849,0.35714285714285715,1.0,0.01818181818181818,0.8035714285714286,0.14285714285714285,3DES
p5paptfE3UlETjzG7fph0xH3Iz/Oj21n7cftzTp5jAh1Lkhx14qdF4Vk4hVVlBfO,64,4.884623781480404,0.40625,1.0,0.015873015873015872,0.765625,0.21875,AES
RSN77epo4z2CIQ1s0Ob8PSgFOCg15GsXOBOQIMbXx0YKfNK4UB+cuQ==,56,5.0438747880904025,0.375,1.0,0.03636363636363636,0.75,0.19642857142857142,3DES
lBRvYz9OWjF+xyTtxZ3K13XHyG/qi3GM+0MvvsGFd1r0GuCjtxI6og==,56,5.088343091584564,0.25,1.0,0.03636363636363636,0.75,0.16071428571428573,Blowfish
+pYp+pDAf5fvdXF6sSJ14rta4NsvLXFt+R1fHSwagno=,44,4.726143834398877,0.36363636363636365,1.0,0.0,0.7727272727272727,0.13636363636363635,RC4
tW+IMvktD6eGmeL42BmnaPDPLWw+ANfcX0W9r4TjFq6E16OaLkiUWg==,56,5.137537511266055,0.375,1.0,0.01818181818181818,0.7678571428571429,0.16071428571428573,3DES
5PCnSPHCSTX7zGtuZI8UQQx9IhoBTilQzdycGi2vnm2r2shumUzCMq6wBC+V2Yo2,64,5.138759133144317,0.28125,1.0,0.015873015873015872,0.828125,0.15625,AES
/ES6bKIr+tFdt9ixKyehIAodjCYmqemzBF/FZw/nPYk=,44,4.925118550357138,0.3181818181818182,1.0,0.0,0.8409090909090909,0.045454545454545456,ChaCha20
5f1074449d42afafdc8c2ac2904ac4c713be855fbabd4538ac6b42b9f69c85a7,64,3.8180989791180653,1.0,1.0,0.047619047619047616,0.4375,0.5625,SHA-256
BDStRm4diXx2WRh5DDrc8CdqJNfoxNu96zebMnCcaEg=,44,5.0786387208608526,0.4772727272727273,1.0,0.023255813953488372,0.8409090909090909,0.13636363636363635,RC4
1ec300ab8bca1c8f1479909874f07b4642fb6de0a59a4feb8a2a1f91ecadcedd,64,3.8549453788740435,1.0,1.0,0.047619047619047616,0.484375,0.515625,SHA-256
bHc51mF9mWvP/czFvbCml26RoMEdG38tgDNCBm+tuKTCxfgMav3YXS1smI86HgCmBlqbvub6Ep2D9U39kYshz1/jEoe28s2VZk08DCFWWU4PGwkpkiHw4if5SzkylQPOtHqNPYjELtcuAqbSFhyOJdmIFlbAMm98hwsiJs8fnqiWPM5XzvYjTIZ6g0KtvjDX0Zgq1lnrYywzRcCj8qViK6qpfbzVn2YxzraNFdnI1HotVfSiR2ElEwGoQVS3AbZCIOygitDu6SKObD+A504esOhXxdb6R1f90oO4SUPaTeCGyDvhos2+RU87CSksysROlfudNR0YC/2KByXGSDKPjg==,344,5.900591210860103,0.3546511627906977,1.0,0.0058309037900874635,0.8226744186046512,0.15406976744186046,RSA
HmkgoLoU8k19Pehjdy3DdKJ/8p+2Xova1nrBAs34KrflwzoRSlEytQ==,56,5.307354922057608,0.32142857142857145,1.0,0.01818181818181818,0.7678571428571429,0.16071428571428573,DES
mZGB4ozjVokF746cDjFa8njjGJg7ykRW7u1ufDOwd4xQgzWAbj0hupCGattrog2I,64,5.154078664259099,0.375,1.0,0.031746031746031744,0.828125,0.171875,AES
d8gDh+/2S5Ug2DxxGkhNTlnp6WTo+gwg3kfDqu4eGZw=,44,4.80591144813358,0.29545454545454547,1.0,0.023255813953488372,0.75,0.1590909090909091,RC4
cbz7uSPfAQg85xl3xU81MBE0BkfrNISlFZynBLzFJ21vAgZSlc3XkQ==,56,5.0526288058702775,0.4107142857142857,1.0,0.01818181818181818,0.7857142857142857,0.17857142857142858,DES
sSh7W4ovad0KcHJMa3WS3RV8iYH+bkHlju6ERjUy7WQ=,44,4.970573095811684,0.3181818181818182,1.0,0.0,0.7727272727272727,0.18181818181818182,ChaCha20
J2I9kPW6l+EGmWQWYzgGDlKiJBqjcOlZxUEvElc4xWDS0RvlAGK+og==,56,4.965936788508254,0.25,1.0,0.01818181818181818,0.8392857142857143,0.08928571428571429,Blowfish
Hasv8aJP3M7MWuM56lZF13AtuxG8dItX9di6JOyTORI=,44,4.896820539042671,0.36363636363636365,1.0,0.0,0.75,0.22727272727272727,ChaCha20
Z5jkaJY1xEp1cOYVRHEO1PZj9kWyQ35YiKLsQHqgni4lYoHFgheYYA==,56,5.003434386188788,0.26785714285714285,1.0,0.03636363636363636,0.8214285714285714,0.14285714285714285,3DES
/akGZW+8fsZwZZmmlgTV0W3/4o/YrfuQetVzA+NSnOk=,44,4.896820539042672,0.20454545454545456,1.0,0.046511627906976744,0.7727272727272727,0.09090909090909091,RC4
AHlMZLO9X5BLMofQzepXJPjqVV3kmEQo6GY2D9Ntm6HMlo9rTY3NNFkDc0wezhhr,64,5.202819531114783,0.3125,1.0,0.047619047619047616,0.84375,0.15625,AES
0quoN52LHNFySEec5YBbOPoIpwAeInIQH96IOwUvvTpzaKbdIEB04Q==,56,5.064325627871235,0.375,1.0,0.03636363636363636,0.8214285714285714,0.14285714285714285,3DES
7fs1xJoN1o3nY4IgsPB32xVD9TKaUAmWQctCMcHmRuT2vpt81b5RCnnABmtnCxJJPSl9BseJ1qkXNrlg9B7RZtgr+Vu4Dkben5cnHxyzITGa71ZOA4/aw1RMkI23UHzJbHgrs44u80gfIzpf0CwMfi3h7Nw3G6q504nI3T7k1TrVThUH7GtD4I+9YExYmcAt1fgUdAZ3Q9Zw4Y6tyO4xf3JTf1txKPAttDgkLpsToB3djr5CXUq5OYLavjgpNmINMs0C2M9g/Xux7V9HROv7Cjq+YHjOvHW80n3wXsIMEGb38SwM2z4MERrfIYfiD6sawbKlnLUXBbKgAskpuLKilw==,344,5.852492692868783,0.35755813953488375,1.0,0.014577259475218658,0.7848837209302325,0.19476744186046513,RSA
zfb5nS11q8L4OEBnnc8lbWzcSqdNrIaktpU5MQDyyoY=,44,4.942275084497218,0.38636363636363635,1.0,0.06976744186046512,0.8181818181818182,0.1590909090909091,RC4
fjTwB/5keB2uXPJkk1k9yAyCvVjR6My6VJfYAowPsk9BakBWgBV9NdD4gUJ/jqt8OGPbdz4AJn6qSl20T0XpktbkJH9FLIzrlaGuNudvCv2kdBHUa3W2HGr5AQA2Y1PjGd5idvdDv3CgIcw826YQN2RMsV8aN4VpsMFcOaq9e2jKmmyRPHbum+f6s89BMzrGd8nZYZUTlgzAlDL/aoqXAh6CPi7mclZJM2zQJVPZsh3I+QDYoWpSBsGjphgoyx39fVePST2zOOCBXIgxDYZqEoyMdtjRDRavtsSmMTbp80jdtOcS641ir+HqtueTq927UZVTwtJFQ8FOA1hbwcsc7Q==,344,5.898677973474732,0.35755813953488375,1.0,0.011661807580174927,0.8197674418604651,0.1569767441860465,RSA
PVGY+cE/VImge0ARrfKQafpxal5MsHo9fTjY06BFnjM=,44,5.078638720860853,0.36363636363636365,1.0,0.0,0.8181818181818182,0.11363636363636363,ChaCha20
5l/TcQDQ9b/UCDyNP5Kzhh5HNWgDPcloAFaiThZfqm51tKJPw8vwBw==,56,5.039148671903073,0.3392857142857143,1.0,0.03636363636363636,0.8035714285714286,0.125,3DES
b7d86d28ff415891fee06ade0a00661d7f83b42fb2a671197863c65acc476291,64,3.904482282211646,1.0,1.0,0.09523809523809523,0.34375,0.65625,SHA-256
31073af92fb661d5f0333ce85f2bfb7757ed0c58c7470d551935514d935c5a42,64,3.827972954832899,1.0,1.0,0.09523809523809523,0.3125,0.6875,SHA-256
V55WDj0anN8+S3hkuXf5yW4RSN8sfnPuYpryU3kjsaMlAR9Ej2WCqA==,56,5.052628805870278,0.35714285714285715,1.0,0.03636363636363636,0.75,0.19642857142857142,DES
/t6f/cByZdUwgkjdyaLoaTzrwqAjMmdJu4RSVW3klKo=,44,5.033184175406307,0.2727272727272727,1.0,0.0,0.8636363636363636,0.06818181818181818,ChaCha20
8QpzplflaxB/ElarUhKSMj5sfJt5gOP9DrytAeUJL4n3WzLeAqZ66w==,56,5.222446216661831,0.3392857142857143,1.0,0.03636363636363636,0.8035714285714286,0.14285714285714285,DES
63de814c26befc964fb117450b94275bd0747fc9a27c00882f348ab18acbb6ac,64,3.896168704467278,1.0,1.0,0.06349206349206349,0.390625,0.609375,SHA-256
Xt7NJvUrVAMFpNyo3fUdaL4kEeOXInX2M0lLQLxJ7yk=,44,4.925118550357138,0.29545454545454547,1.0,0.0,0.8409090909090909,0.13636363636363635,RC4
oQtjmQxYIAwVqrAVGc3yefBN26ljNTWu/wIdwjRuCmydr7hLLTmnqkWvwdwOmziGDOJx2hqz+xsQSvYAEvlk3bK1v4+ASOjGILyzhMbdSLter8dRnUI2VqOhikbc+nA6+artAcTIh0zzIjdnJMA0e4dMSYMAOuVRnBwFk1ZXVYj2JBDYXhn4bcbF5TiPmTP9qIKtvmDPfprYs3k1AbRqACcaH3P/IWtKsIqttD0jMgajr/ZxYR1ihARAuLxA/UERCa9ymRdZXKD3prEa+Bt/7bWqAACkgeY4MLeyHaf59WtXSOhzQN2hjhcc/+XXXUxyTmQFysoJjkDukur/48Ampg==,344,5.864660725474309,0.30523255813953487,1.0,0.023323615160349854,0.8604651162790697,0.09593023255813954,RSA
ZPwJmxlbssN3+dBJC20KzP5US3eYGbKM4cz+IBNK2dDFKMdjFP8efYEb9ijqwida,64,5.132659765557392,0.4375,1.0,0.015873015873015872,0.828125,0.140625,AES
ZwCMRmx+SCeGXYJtH5kZqQD9tqikX7f2Sc2qv2fP+iXg3NF+muznLQ==,56,5.110577243331644,0.26785714285714285,1.0,0.01818181818181818,0.7857142857142857,0.125,3DES
5697a5a01f7b6be4526e4155cf42b8bb54271ecdef61a912477e60cc3b3243df,64,3.8736359001641905,1.0,1.0,0.06349206349206349,0.375,0.625,SHA-256
a+9fc/+H5WtShbLhfWCYRRc/OJQVEVlUJVBPioDyxQr5i9ZlP4/NcA==,56,5.088343091584563,0.30357142857142855,1.0,0.03636363636363636,0.7857142857142857,0.08928571428571429,Blowfish
25Y3ib5IT/MfQmrbUO9p4VlZU/QocfVmes/COeN8tLo+tIHK5IQOsA==,56,5.025668537935869,0.30357142857142855,1.0,0.01818181818181818,0.75,0.14285714285714285,Blowfish
gWZNIz2pojL/+WX4njzuVgwVY+v016v3O7vddS0s+M8Nk9T3RjUi4A==,56,5.195485948727421,0.26785714285714285,1.0,0.03636363636363636,0.6785714285714286,0.21428571428571427,Blowfish
OQKuHSdWwOqwKx2hHrOV4TvhRrzB4UxQXkuziIcabmWwFaimU7TKZw==,56,4.958966082694626,0.19642857142857142,1.0,0.01818181818181818,0.8928571428571429,0.07142857142857142,Blowfish
T5DjIAo188UkEcmxk6ydDgTG9xgnOGSrkkC5O82L46B23MR1hlQ9KUcdnlKkYPib,64,5.21305425036562,0.40625,1.0,0.031746031746031744,0.765625,0.234375,AES
sRxNgY9i5qUShrBfPgTF1kP73SAufI1ArrS5/E/TPgj2A6ilqRCYmwSZMFxCfDMu,64,5.09727441389348,0.34375,1.0,0.015873015873015872,0.828125,0.140625,AES
+WHMS7NSgsi4bB+eJ1BYyGtXg+EsQi6CfeCfT5WdHGQUOWLr+bOZEo5PJ9UoGwhi,64,5.152114648336088,0.3125,1.0,0.0,0.828125,0.109375,AES
6988894b6202dd72b73d417a33310299635f110f0b1567d02b315808c33c8f13,64,3.745003516331224,1.0,1.0,0.12698412698412698,0.21875,0.78125,SHA-256
FOgUxVLoTemF13sKJ4Obrui5pciDtmJquF4MIXlLIZY=,44,4.987729629951762,0.2727272727272727,1.0,0.0,0.8636363636363636,0.11363636363636363,RC4
OCT0ks1TBQy1DNXiR1o1uRS/a+W8lXXRBvFLWDYbBQUHKQ3a0paYzQ==,56,4.967720100474502,0.3392857142857143,1.0,0.03636363636363636,0.7857142857142857,0.14285714285714285,Blowfish
sbwiEhlXBlEweNUGlZXrMru1HhZVX+yxORFyDvqrFv7NKMwkEV3+2A==,56,5.025668537935868,0.25,1.0,0.01818181818181818,0.8571428571428571,0.07142857142857142,3DES
oSeRre0bnG8KbCE1hA/cNbFaQDLo0NuUIbx2I5F3VQ8=,44,4.913977073182751,0.5,1.0,0.0,0.7727272727272727,0.18181818181818182,RC4
3nOg9QEjVrZY/R8RbE/rcCTkC+9Q/dC4z2Q4xfYuO7Y=,44,4.754441845713344,0.38636363636363635,1.0,0.0,0.7045454545454546,0.18181818181818182,RC4
57c70303ba1c73c3349b5eebfcba770ad64928ab42dd32a7bb5982f697269f58,64,3.872328275790241,1.0,1.0,0.07936507936507936,0.375,0.625,SHA-256
tZQO3dnsPo3wHBMkkX61eOX7qKZCLRT3n2sNbHyVpcpFWbeQb7gVeC/G212tcE3Rr4idxRnLVd9rwbYeo4bCKAhu4Tls8Uq4Ec48TqhfgAs02HWXbaOTTVIVUHqmNNCnAKAoS7zlfhuvLxyJ4NCL8QIU3KnUMrmDIBFcG5lOuGhbXfnfQy3JfH3xjNyJqS/dCjWavjGNIp6+wJQBhx95gGda/o7LEK+D7c5TKr6trltpn1OGx6zVwVoFG9Hv9L3EYqoa82YnmUl8QJIu3ayYDLdy9KYYLw4t+sIrjmqaYlv7ru+U9awYbhyJsCfdG23l1SnI4WEFcGMap8w/eOi9oQ==,344,5.902089291620433,0.35174418604651164,1.0,0.014577259475218658,0.811046511627907,0.15988372093023256,RSA
Ygyad1qhSjs+j8OTf0KNWRWWpPBrFsgbMDFCOGaj9zKgxu/DO5Sq4sAiDYeltB4L,64,5.304229296672175,0.34375,1.0,0.015873015873015872,0.859375,0.109375,AES
